itemID,item,item_type,category,choices,definition,uni_lemma,gloss,complexity_category
item_1,au,word,sounds,understands; produces,au/ai (pijn),ouch,ouch,
item_388,naamhuisdier,word,people,understands; produces,naam van huisdier,,pet's name,
item_389,naamkind,word,people,understands; produces,naam van kind,child's own name,child's own name,
item_390,oma,word,people,understands; produces,oma*,grandma,grandmother,
item_391,oom,word,people,understands; produces,oom/nonkel,uncle,uncle,
item_392,opa,word,people,understands; produces,opa*,grandpa,grandfather,
item_393,papa,word,people,understands; produces,papa*,daddy,daddy,
item_394,politie,word,people,understands; produces,politie/agent,police,police,
item_395,postbode,word,people,understands; produces,postbode,,mailman,
item_396,tante,word,people,understands; produces,tante,aunt,aunt,
item_397,verpleegster,word,people,understands; produces,verpleegster/zuster,,nurse,
item_398,vriend,word,people,understands; produces,vriend/vriendin,,friend,
item_399,zus,word,people,understands; produces,zus(je),sister,sister,
item_399a,people_textbox,word,people,no; yes,"Voor de items met een *, als uw kind iets anders zegt, kunt u het hier invullen. Als u verdere opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_400,alstublieft,word,games_routines,understands; produces,alstublieft,please,please,
item_401,bellen,word,games_routines,understands; produces,bellen/telefoneren,,to call,
item_402,daaag,word,games_routines,understands; produces,dada doen/daaag,bye,bye bye,
item_403,danku,word,games_routines,understands; produces,dank u/dank u wel,thank you,thank you,
item_404,gaanslapen,word,games_routines,understands; produces,dodo doen/gaan slapen/slapie slapie doen,,going to sleep,
item_405,etensavonds,word,games_routines,understands; produces,eten 's avonds,,diner,
item_406,hallo,word,games_routines,understands; produces,hallo/hoi,hi,hi,
item_407,handjegeven,word,games_routines,understands; produces,handje geven,,shake hands,
item_408,handjesdraaien,word,games_routines,understands; produces,handjes draaien/klappen in de handjes/stampen met de voetjes,,clap your hands (song),
item_409,hoor,word,games_routines,understands; produces,hoor(t)!,,hear,
item_410,bad,word,games_routines,understands; produces,in bad gaan,,bathe,
item_411,ja,word,games_routines,understands; produces,ja,,yes,
item_412,pakken,word,games_routines,understands; produces,'k ga je pakken!,,gonna get you,
item_413,kiekeboe,word,games_routines,understands; produces,kiekeboe/piep!,,peekaboo,
item_414,middageten,word,games_routines,understands; produces,middageten,,lunch,
item_415,slaapje,word,games_routines,understands; produces,(middag)slaapje/dutje doen,,nap,
item_416,nee,word,games_routines,understands; produces,nee,,no,
item_417,ontbijt,word,games_routines,understands; produces,ontbijt/ontbijten,,breakfast,
item_418,potje,word,games_routines,understands; produces,op het potje gaan of zitten,,go potty,
item_419,ronddraaien,word,games_routines,understands; produces,ronddraaien,,to spin,
item_420,slaapwel,word,games_routines,understands; produces,slaapwel/goedenacht/welterusten/slaap lekker,good night,good night,
item_421,sst,word,games_routines,understands; produces,sst (zwijgen)/stil zijn,shh,shhh,
item_422,tandjespoetsen,word,games_routines,understands; produces,tandjes poetsen,,brush teeth,
item_423,totmorgen,word,games_routines,understands; produces,tot morgen!,,see you tomorrow,
item_424,winkelen,word,games_routines,understands; produces,winkelen,,shopping,
item_425,zogroot,word,games_routines,understands; produces,zo groot!,,so big,
item_425a,games_routines_textbox,word,games_routines,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_426,op,word,descriptive_words,understands; produces,alles weg/op,,all gone,
item_427,arm,word,descriptive_words,understands; produces,arm (tgst. rijk),,poor,
item_428,bang,word,descriptive_words,understands; produces,bang/schrik,scared,scared,
item_429,beter,word,descriptive_words,understands; produces,beter,,better off,
item_430,blauw,word,descriptive_words,understands; produces,blauw,blue,blue,
item_431,blij,word,descriptive_words,understands; produces,blij,,happy,
item_432,bruin,word,descriptive_words,understands; produces,bruin,,brown,
item_433,donker,word,descriptive_words,understands; produces,donker,dark,dark,
item_434,dorst,word,descriptive_words,understands; produces,dorst (hebben),,thirsty,
item_435,droog,word,descriptive_words,understands; produces,droog,,dry,
item_436,eerst,word,descriptive_words,understands; produces,eerst,,at first,
item_437,gebroken,word,descriptive_words,understands; produces,gebroken/kapot/stuk,broken,broken,
item_438,geel,word,descriptive_words,understands; produces,geel,yellow,yellow,
item_439,gek,word,descriptive_words,understands; produces,gek (raar),,weird,
item_440,goed,word,descriptive_words,understands; produces,goed/OK,,okay,
item_441,groen,word,descriptive_words,understands; produces,groen,green,green,
item_442,groot,word,descriptive_words,understands; produces,groot,big,great,
item_443,honger,word,descriptive_words,understands; produces,honger (hebben),hungry,hunger,
item_444,hoog,word,descriptive_words,understands; produces,hoog,,high up,
itme_445,slapen,word,descriptive_words,understands; produces,is aan het slapen,,is sleeping,
item_446,klein,word,descriptive_words,understands; produces,klein,,little,
item_447,koud,word,descriptive_words,understands; produces,koud,cold,cold,
item_448,kwaad,word,descriptive_words,understands; produces,kwaad/boos,angry,angry,
item_449,laatste,word,descriptive_words,understands; produces,laatste,,last one,
item_450,lang,word,descriptive_words,understands; produces,lang,,long,
item_451,lawaai,word,descriptive_words,understands; produces,lawaai,,noisy,
item_452,leeg,word,descriptive_words,understands; produces,leeg,empty,empty,
item_453,lief,word,descriptive_words,understands; produces,lief/schattig,,cute,
item_454,luid,word,descriptive_words,understands; produces,luid,,loud,
item_455,mals,word,descriptive_words,understands; produces,mals,,tender,
item_456,moe,word,descriptive_words,understands; produces,moe,tired,tired,
item_457,moeilijk,word,descriptive_words,understands; produces,moeilijk,hard,difficult,
item_458,mooi,word,descriptive_words,understands; produces,mooi,cute,handsome,
item_459,nat,word,descriptive_words,understands; produces,nat,,wet,
item_460,nieuw,word,descriptive_words,understands; produces,nieuw,new,new,
item_461,oranje,word,descriptive_words,understands; produces,oranje,,orange (color),
item_462,oud,word,descriptive_words,understands; produces,oud,old,old,
item_463,pijn,word,descriptive_words,understands; produces,pijn (hebben),,in pain,
item_464,plakkerig,word,descriptive_words,understands; produces,plakkerig,,sticky,
item_465,schoon,word,descriptive_words,understands; produces,proper/schoon/netjes,clean (description),clean,
item_466,rijk,word,descriptive_words,understands; produces,rijk (tgst. arm),,rich,
item_467,rood,word,descriptive_words,understands; produces,rood,red,red,
item_468,rustig,word,descriptive_words,understands; produces,rustig/stil,,quiet,
item_469,slecht,word,descriptive_words,understands; produces,slecht,bad,bad,
item_470,stout,word,descriptive_words,understands; produces,stout,,naughty,
item_471,traag,word,descriptive_words,understands; produces,traag/langzaam,,slow,
item_472,vast,word,descriptive_words,understands; produces,vast,,stuck,
item_473,verdrietig,word,descriptive_words,understands; produces,verdrietig,sad,sad,
item_474,vlug,word,descriptive_words,understands; produces,vlug/snel,,fast,
item_475,vol,word,descriptive_words,understands; produces,vol,full,full,
item_476,voorzichtig,word,descriptive_words,understands; produces,voorzichtig,,careful,
item_477,vriendelijk,word,descriptive_words,understands; produces,vriendelijk,,friendly,
item_478,vuil,word,descriptive_words,understands; produces,vuil/vies/bah!,dirty,dirty,
item_479,wakker,word,descriptive_words,understands; produces,wakker,,awake,
item_480,warm,word,descriptive_words,understands; produces,warm/heet,hot,hot,
item_481,wit,word,descriptive_words,understands; produces,wit,,white,
item_482,zacht,word,descriptive_words,understands; produces,zacht,soft,soft,
item_483,ziek,word,descriptive_words,understands; produces,ziek,sick,sick,
item_484,zwaar,word,descriptive_words,understands; produces,zwaar,heavy,heavy,
item_485,zwart,word,descriptive_words,understands; produces,zwart,,black,
item_485a,descriptive_words_textbox,word,descriptive_words,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_486,aanraken,word,action_words,understands; produces,aanraken/aankomen,touch,to touch,
item_487,afdrogen,word,action_words,understands; produces,afdrogen,,to dry,
item_488,afwassen,word,action_words,understands; produces,afwassen,wash,wash,
item_489,bedekken,word,action_words,understands; produces,bedekken,,to cover,
item_490,bijten,word,action_words,understands; produces,bijten,bite,to bite,
item_491,blazen,word,action_words,understands; produces,blazen,throw,to blow,
item_492,blijven,word,action_words,understands; produces,blijven,,stay,
item_493,boetseren,word,action_words,understands; produces,boetseren/kleien,,to sculpt,
item_494,botsen,word,action_words,understands; produces,botsen,,to crash,
item_495,bouwen,word,action_words,understands; produces,bouwen,,to build,
item_496,breken,word,action_words,understands; produces,breken/kapot maken,break,to break,
item_497,brengen,word,action_words,understands; produces,brengen,,to bring,
item_498,dansen,word,action_words,understands; produces,dansen,dance,to dance,
item_499,delen,word,action_words,understands; produces,delen/verdelen,,to share,
item_500,denken,word,action_words,understands; produces,denken,,to think,
item_501,doenalsof,word,action_words,understands; produces,doen alsof,,to pretend,
item_502,dragen,word,action_words,understands; produces,dragen,take,carry,
item_503,drinken,word,action_words,understands; produces,drinken,,drink (action),
item_504,drogen,word,action_words,understands; produces,drogen,,to dry,
item_505,duwen,word,action_words,understands; produces,duwen,push,push,
item_506,eindigen,word,action_words,understands; produces,eindigen/stoppen,,to finish,
item_507,eten,word,action_words,understands; produces,eten,eat,to eat,
item_508,voeren,word,action_words,understands; produces,eten geven/voeren,,to feed,
item_509,gaan,word,action_words,understands; produces,gaan/stappen/lopen,go,go to,
item_510,geefaan,word,action_words,understands; produces,geef aan ...,,give to,
item_511,geven,word,action_words,understands; produces,geven,give,to give,
item_512,glijden,word,action_words,understands; produces,glijden/schuiven,,to slide,
item_513,gooien,word,action_words,understands; produces,gooien/werpen,throw,to throw,
item_514,haasten,word,action_words,understands; produces,haasten/zich spoeden,hurry,hurry,
item_515,haten,word,action_words,understands; produces,haten,,hate,
item_516,hebben,word,action_words,understands; produces,hebben,have,to have,
item_517,helpen,word,action_words,understands; produces,helpen,help,to help,
item_518,herstellen,word,action_words,understands; produces,herstellen/maken/repareren,,to fix,
item_519,horen,word,action_words,understands; produces,horen,,hear,
item_520,houden,word,action_words,understands; produces,houden,,keep,
item_521,houdenvan,word,action_words,understands; produces,houden van/graag zien/lief vinden,,love,
item_522,inschenken,word,action_words,understands; produces,inschenken/gieten,,pour,
item_523,jagen,word,action_words,understands; produces,jagen,,hunt,
item_524,kietelen,word,action_words,understands; produces,kietelen,,to tickle,
item_525,kiezen,word,action_words,understands; produces,kiezen,,to choose,
item_526,kijken,word,action_words,understands; produces,kijken,look,to see,
item_527,klappen,word,action_words,understands; produces,klappen (in handen),,clap,
item_528,klimmen,word,action_words,understands; produces,klimmen,climb,to go up,
item_529,kloppen,word,action_words,understands; produces,kloppen,,to knock,
item_530,knippen,word,action_words,understands; produces,knippen,,to cut,
item_531,knuffelen,word,action_words,understands; produces,knuffelen/goed vastpakken/stevig vastpakken,,to cuddle,
item_532,koken,word,action_words,understands; produces,koken/eten maken,,to cook,
item_533,kopen,word,action_words,understands; produces,kopen,,to purchase,
item_534,krijgen,word,action_words,understands; produces,krijgen,,to get,
item_535,poetsen,word,action_words,understands; produces,kuisen/poetsen/schoonmaken,,to clean,
item_536,kussen,word,action_words,understands; produces,kussen/kusje geven/zoenen,,to kiss,
item_537,lachen,word,action_words,understands; produces,lachen,,to laugh,
item_538,latenvallen,word,action_words,understands; produces,laten vallen,,to drop,
item_539,lezen,word,action_words,understands; produces,lezen,read,read,
item_540,likken,word,action_words,understands; produces,likken,,to lick,
item_541,lopen,word,action_words,understands; produces,lopen/rennen,run,run,
item_542,luisteren,word,action_words,understands; produces,luisteren,,to listen,
item_543,maken,word,action_words,understands; produces,maken,,make,
item_544,morsen,word,action_words,understands; produces,morsen/knoeien,,spill,
item_545,neergooien,word,action_words,understands; produces,neergooien/op de grond gooien/weggooien,,dump,
item_546,nemen,word,action_words,understands; produces,nemen/pakken,take,to take,
item_547,vastmaken,word,action_words,understands; produces,op slot doen/toe doen/dicht doen/vast doen/vastmaken,close,to close,
item_548,openen,word,action_words,understands; produces,openen/open doen/open maken,open (action),to open,
item_549,passen,word,action_words,understands; produces,passen,,to fit,
item_550,praten,word,action_words,understands; produces,praten,,talk,
item_551,proeven,word,action_words,understands; produces,proeven,,taste,
item_552,puzzelen,word,action_words,understands; produces,puzzelen,,puzzle,
item_553,rijden,word,action_words,understands; produces,rijden,,drive,
item_554,schaatsen,word,action_words,understands; produces,schaatsen/skeelen,,to skate,
item_555,scheuren,word,action_words,understands; produces,scheuren,,to rip,
item_556,schilderen,word,action_words,understands; produces,schilderen/verven,paint (action),to paint,
item_557,schoppen,word,action_words,understands; produces,schoppen/stampen,,to kick,
item_558,schrijven,word,action_words,understands; produces,schrijven,write,to write,
item_559,schudden,word,action_words,understands; produces,schudden,,to shake,
item_560,slaan,word,action_words,understands; produces,slaan,hit,to hit,
item_561,slapen,word,action_words,understands; produces,slapen,,sleep,
item_562,spatten,word,action_words,understands; produces,spatten/pletsen/spetteren,,,
item_563,spelen,word,action_words,understands; produces,spelen,,to play,
item_564,springen,word,action_words,understands; produces,springen,,,
item_565,staan,word,action_words,understands; produces,staan,,,
item_566,stoppen,word,action_words,understands; produces,stoppen,stop,to stop,
item_567,strijken,word,action_words,understands; produces,strijken,,iron (action),
item_568,tekenen,word,action_words,understands; produces,tekenen/kleuren,draw,to draw,
item_569,tonen,word,action_words,understands; produces,tonen/wijzen/laten zien,,to show,
item_570,trekken,word,action_words,understands; produces,trekken,,to pull,
item_571,vallen,word,action_words,understands; produces,vallen,fall,to fall,
item_572,vangen,word,action_words,understands; produces,vangen,,,
item_573,vastmaken,word,action_words,understands; produces,vastmaken,,to fasten,
item_574,vegen,word,action_words,understands; produces,vegen,,to sweep,
item_575,verstoppen,word,action_words,understands; produces,verstoppen,,to hide,
item_576,vinden,word,action_words,understands; produces,vinden,,to find,
item_577,wachten,word,action_words,understands; produces,wachten,,wait,
item_578,opstaan,word,action_words,understands; produces,wakker worden/opstaan,,wake up,
item_579,wandelen,word,action_words,understands; produces,wandelen,walk,walk,
item_580,wassen,word,action_words,understands; produces,wassen,,to wash,
item_581,weggooien,word,action_words,understands; produces,weggooien,,to throw,
item_582,wenen,word,action_words,understands; produces,wenen/huilen,cry,mourn,
item_583,wensen,word,action_words,understands; produces,wensen/willen,,to wish,
item_584,werken,word,action_words,understands; produces,werken,,work,
item_585,zeggen,word,action_words,understands; produces,zeggen,say,to say,
item_586,zetten,word,action_words,understands; produces,zetten,,to put,
item_587,zien,word,action_words,understands; produces,zien,see,to see,
item_588,zingen,word,action_words,understands; produces,zingen,sing,to sing,
item_589,zitten,word,action_words,understands; produces,zitten,sit,sit,
item_590,zwaaien,word,action_words,understands; produces,zwaaien/wuiven,,wave,
item_591,zwemmen,word,action_words,understands; produces,zwemmen,,to swim,
item_591a,action_words_textbox,word,action_words,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_592,dadelijk,word,time_words,understands; produces,dadelijk/seffens,,soon,
item_593,dag,word,time_words,understands; produces,dag,day,day,
item_594,gisteren,word,time_words,understands; produces,gisteren,yesterday,yesterday,
item_595,later,word,time_words,understands; produces,later/straks,,later,
item_596,morgen,word,time_words,understands; produces,morgen,tomorrow,tomorrow,
item_597,na,word,time_words,understands; produces,na/achter,after,after,
item_598,nacht,word,time_words,understands; produces,nacht/vannacht,night,night,
item_599,nu,word,time_words,understands; produces,nu,now,right now,
item_600,smorgens,word,time_words,understands; produces,'s morgens/'s ochtends,,in the morning,
item_601,tijd,word,time_words,understands; produces,tijd,,time,
item_602,totmorgen,word,time_words,understands; produces,tot morgen,,till tomorrow,
item_603,totstraks,word,time_words,understands; produces,tot straks,,see you later,
item_604,vanavond,word,time_words,understands; produces,vanavond,,tonight,
item_605,vandaag,word,time_words,understands; produces,vandaag,today,today,
item_606,voor,word,time_words,understands; produces,voor,,before,
item_606a,time_words_textbox,word,time_words,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_607,dat,word,pronouns,understands; produces,dat,that,that,
item_608,deze,word,pronouns,understands; produces,deze,these,these,
item_609,die,word,pronouns,understands; produces,die,that,that,
item_610,dit,word,pronouns,understands; produces,dit,this,this,
item_611,haar,word,pronouns,understands; produces,haar,her,her,
item_612,hem,word,pronouns,understands; produces,hem,him,him,
item_613,hen,word,pronouns,understands; produces,hen,them,them,
item_614,het,word,pronouns,understands; produces,het,it,it,
item_615,hare,word,pronouns,understands; produces,het hare/haar,hers,hers,
item_616,zijn,word,pronouns,understands; produces,het zijne/zijn,his,his,
item_617,hij,word,pronouns,understands; produces,hij,he,he,
item_618,hun,word,pronouns,understands; produces,hun,them,them,
item_619,ik,word,pronouns,understands; produces,ik,i,I,
item_620,jezelf,word,pronouns,understands; produces,jezelf,,you,
item_621,jij,word,pronouns,understands; produces,jij,you,you,
item_622,jouw,word,pronouns,understands; produces,jouw(e)/van jou/de jou(we),your,yours,
item_623,mezelf,word,pronouns,understands; produces,mezelf,me,me,
item_624,mij,word,pronouns,understands; produces,mij,me,me,
item_625,mijn,word,pronouns,understands; produces,mijn(e)/van mij,mine,mine,
item_626,ons,word,pronouns,understands; produces,ons,,our,
item_627,wij,word,pronouns,understands; produces,wij,,we,
item_628,zij,word,pronouns,understands; produces,zij (meervoud),them,them,
item_629,zij_meisje,word,pronouns,understands; produces,zij (meisje),her,she,
item_629a,pronouns_textbox,word,pronouns,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_630,hoe,word,question_words,understands; produces,hoe,how,as,
item_631,waar,word,question_words,understands; produces,waar,where (question),where,
item_632,waarom,word,question_words,understands; produces,waarom,why,why,
item_633,wanneer,word,question_words,understands; produces,wanneer,,when,
item_634,wat,word,question_words,understands; produces,wat,what,what,
item_635,welke,word,question_words,understands; produces,welke,which (question),which,
item_636,wie,word,question_words,understands; produces,wie,who,who,
item_636a,question_words_textbox,word,question_words,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_637,aan,word,prepositions,understands; produces,aan,,on,
item_638,achter,word,prepositions,understands; produces,achter,,behind,
item_639,af,word,prepositions,understands; produces,af,,of,
item_640,beneden,word,prepositions,understands; produces,beneden,,down,
item_641,bij,word,prepositions,understands; produces,bij,,by,
item_642,boven,word,prepositions,understands; produces,boven(op),,above,
item_643,daar,word,prepositions,understands; produces,daar,,there,
item_644,gedaan,word,prepositions,understands; produces,gedaan/over/af,,over,
item_645,hier,word,prepositions,understands; produces,hier,,here,
item_646,in,word,prepositions,understands; produces,in/binnen(in),,in,
item_647,naar,word,prepositions,understands; produces,in/naar,,into,
item_648,kortbij,word,prepositions,understands; produces,kortbij/dichtbij,,close,
item_649,met,word,prepositions,understands; produces,met,,with,
item_650,naar,word,prepositions,understands; produces,naar,,to,
item_651,naast,word,prepositions,understands; produces,naast,,next to,
item_652,om,word,prepositions,understands; produces,om,,about,
item_653,onder,word,prepositions,understands; produces,onder,,below,
item_654,op,word,prepositions,understands; produces,op,,on,
item_655,over,word,prepositions,understands; produces,over,,about,
item_656,rond,word,prepositions,understands; produces,rond,,around,
item_657,terug,word,prepositions,understands; produces,terug,,back,
item_658,uit,word,prepositions,understands; produces,uit,,from,
item_659,van,word,prepositions,understands; produces,van,,from,
item_660,voor,word,prepositions,understands; produces,voor,,for,
item_661,weg,word,prepositions,understands; produces,weg van,,away,
item_661a,prepositions_textbox,word,prepositions,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_662,alles,word,quantifiers,understands; produces,alles/allemaal,,everything,
item_663,ander,word,quantifiers,understands; produces,ander(e),,other,
item_664,anders,word,quantifiers,understands; produces,anders,,other,
item_665,de,word,quantifiers,understands; produces,de,,the,
item_666,een,word,quantifiers,understands; produces,een,,a,
item_667,beetje,word,quantifiers,understands; produces,een beetje,,a little bit,
item_668,eentweedrie,word,quantifiers,understands; produces,"Één, twee, drie",,one two three,
item_669,elk,word,quantifiers,understands; produces,elk(e)/ieder,all,all,
item_670,enkele,word,quantifiers,understands; produces,enkele/sommige,,some,
item_671,geenenkele,word,quantifiers,understands; produces,geen enkele,,none,
item_672,het,word,quantifiers,understands; produces,het,the,the,
item_673,meer,word,quantifiers,understands; produces,meer/nog,more,more,
item_674,niet,word,quantifiers,understands; produces,niet,,not,
item_675,ook,word,quantifiers,understands; produces,ook,,also,
item_676,veel,word,quantifiers,understands; produces,veel,a lot,a lot,
item_677,zelfde,word,quantifiers,understands; produces,zelfde,,same,
item_677a,quantifiers_textbox,word,quantifiers,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_678,ben,word,helping_verbs,understands; produces,ben (bvb. ik ben ...),,am,
item_679,bent,word,helping_verbs,understands; produces,bent (bvb. jij bent ...),,are,
item_680,deed,word,helping_verbs,understands; produces,deed/deed je ...,,did,
item_681,doen,word,helping_verbs,understands; produces,doen,,do,
item_682,ga,word,helping_verbs,understands; produces,ga + ww (bvb. Ik ga spelen),,go,
item_683,does,word,helping_verbs,understands; produces,hij doet,,he does,
item_684,wil,word,helping_verbs,understands; produces,ik wil ...,,I want,
item_685,is,word,helping_verbs,understands; produces,is,,is,
item_686,kunnen,word,helping_verbs,understands; produces,kunnen,,can,
item_687,laat,word,helping_verbs,understands; produces,laat me ...,,let me,
item_688,moet,word,helping_verbs,understands; produces,moet (bvb. ik moet ...),,have,
item_689,nietdoen,word,helping_verbs,understands; produces,niet doen,,don't,
item_690,proberen,word,helping_verbs,understands; produces,proberen,,try,
item_691,waren,word,helping_verbs,understands; produces,waren (bvb. wij waren ...),,were,
item_692,was,word,helping_verbs,understands; produces,was (bvb. hij was ...),,was,
item_693,zijn,word,helping_verbs,understands; produces,zijn (bvb. wij zijn ...),,be,
item_694,zoukunnen,word,helping_verbs,understands; produces,zou je kunnen ...,,could you,
item_695,zou,word,helping_verbs,understands; produces,zou/zouden,,would,
item_696,zullen,word,helping_verbs,understands; produces,zullen,,shall,
item_696a,helping_verbs_textbox,word,helping_verbs,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_697,als,word,connecting_words,understands; produces,als,,if,
item_698,daarom,word,connecting_words,understands; produces,daarom,,therefore,
item_699,dan,word,connecting_words,understands; produces,dan,,then,
item_700,en,word,connecting_words,understands; produces,en,,and,
item_701,maar,word,connecting_words,understands; produces,maar,,but,
item_702,omdat,word,connecting_words,understands; produces,omdat,,because,
item_702a,connecting_words_textbox,word,connecting_words,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_703,vroeger,usage,how_use_words,not yet; sometimes; often,"1. Praat uw kind over voorbije gebeurtenissen en mensen die niet aanwezig zijn? Bijvoorbeeld een kind dat vorige week naar het circus is geweest, kan nadien woordjes als 'circus', 'clown', 'leeuw', ... zeggen.",,,
item_704,toekomst,usage,how_use_words,not yet; sometimes; often,2. Praat uw kind over toekomstige gebeurtenissen? Bijvoorbeeld 'schommel' (of 'sommel') zeggen als jullie naar het park of de speeltuin gaan.,,,
item_705,praatnietaanwezig,usage,how_use_words,not yet; sometimes; often,"3. Praat uw kind over dingen die niet aanwezig zijn? Bijvoorbeeld vragen naar afwezig speelgoed, een huisdier buiten het gezichtsveld, iemand die niet aanwezig is.",,,
item_706,begrijptnietaanwezig,usage,how_use_words,not yet; sometimes; often,4. Begrijpt uw kind als u vraagt naar iets dat niet in de kamer aanwezig is? Bijvoorbeeld door naar de slaapkamer te gaan en de teddybeer te halen als u vraagt 'waar is de beer?'.,,,
item_707,wijzenbenoemen,usage,how_use_words,not yet; sometimes; often,5. Wijst uw kind naar voorwerpen die van iemand anders zijn terwijl het de persoon van wie de voorwerpen zijn noemt? Bijvoorbeeld wijzen naar mama's schoen en 'mama' zeggen.,,,
item_707a,how_use_words_textbox,usage,how_use_words,not yet; sometimes; often,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_708,meervoud,ending,word_ending,not yet; sometimes; often,"1. Wanneer we spreken over meer dan 1 ding, voegen we vaak een -s aan woorden toe. Bijvoorbeeld sleutels (voor meer dan 1 sleutel), auto's, liedjes, tafels, winkels, ... Doet uw kind dit al?",,,
item_709,bezit,ending,word_ending,not yet; sometimes; often,"2. Wanneer we spreken over bezit, voegen we vaak een -s toe. Bijvoorbeeld papa's auto, oma's huis, baby's fles, ... Doet uw kind dit al?",,,
item_710,aanhetww,ending,word_ending,not yet; sometimes; often,"3. Wanneer we spreken over activiteiten, gebruiken we vaak 'aan het + werkwoord'. Bijvoorbeeld aan het kijken, aan het spelen, aan het lopen, ... Doet uw kind dit al?",,,
item_711,verledentijd,ending,word_ending,not yet; sometimes; often,"4. Wanneer we spreken over dingen die al gebeurd zijn, gebruiken we vaak de verleden tijd van een werkwoord. Bijvoorbeeld kuste, duwde, kleurde, ... Doet uw kind dit al?",,,
item_711a,word_ending_textbox,ending,word_ending,not yet; sometimes; often,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_712,combineren,combine,combine,not yet; sometimes; often,"Is uw kind al begonnen woorden te combineren, zoals 'nog koek' of 'papa weg', ... ? Als ""nog niet"" uw antwoord is, mag u hier stoppen met het invullen van de vragenlijst. U kunt naar de volgende pagina gaan en daarna op de knop ""sturen"" drukken.",,,
item_712a,combine_textbox,combine,combine,not yet; sometimes; often,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_713,bloks,word_ending,word_ending_nouns,produces,bloks,,,
item_714,eien,word_ending,word_ending_nouns,produces,eien,,,
item_715,gatten,word_ending,word_ending_nouns,produces,gatten (i.p.v. gaten),,,
item_716,glassen,word_ending,word_ending_nouns,produces,glassen (i.p.v. glazen),,,
item_717,kinden,word_ending,word_ending_nouns,produces,kinden (i.p.v. kinderen),,,
item_718,schippen,word_ending,word_ending_nouns,produces,schippen,,,
item_719,schoens,word_ending,word_ending_nouns,produces,schoens,,,
item_720,varken,word_ending,word_ending_nouns,produces,varken (i.p.v. varkens),,,
item_721,voets,word_ending,word_ending_nouns,produces,voets,,,
item_721a,word_ending_nouns_textbox,word_ending,word_ending_nouns,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_722,geblaasd,word_ending,word_ending_verb,produces,geblaasd,,,
item_723,gebreekt,word_ending,word_ending_verb,produces,gebreekt,,,
item_724,gebrengd,word_ending,word_ending_verb,produces,gebrengd,,,
item_725,gedoen,word_ending,word_ending_verb,produces,gedoen,,,
item_726,gedrinkt,word_ending,word_ending_verb,produces,gedrinkt,,,
item_727,geeet,word_ending,word_ending_verb,produces,geÃ«et/gegeet,,,
item_728,gehoud,word_ending,word_ending_verb,produces,gehoud,,,
item_729,gekomt,word_ending,word_ending_verb,produces,gekomt,,,
item_730,geknoopt,word_ending,word_ending_verb,produces,gekoopt,,,
item_731,gekrijgd,word_ending,word_ending_verb,produces,gekrijgd/gekreegd,,,
item_732,geloopt,word_ending,word_ending_verb,produces,geloopt,,,
item_733,geneemd,word_ending,word_ending_verb,produces,geneemd,,,
item_734,gevald,word_ending,word_ending_verb,produces,gevald,,,
item_735,gevliegd,word_ending,word_ending_verb,produces,gevliegd,,,
item_736,gezit,word_ending,word_ending_verb,produces,gezit,,,
item_737,verliesd,word_ending,word_ending_verb,produces,verliesd,,,
item_737a,word_ending_verb_textbox,word_ending,word_ending_verb,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_738,blaasde,word_ending,word_ending_verbs,produces,blaasde,,,
item_739,breekte,word_ending,word_ending_verbs,produces,breekte,,,
item_740,brengde,word_ending,word_ending_verbs,produces,brengde,,,
item_741,doende,word_ending,word_ending_verbs,produces,doede (i.p.v. deed),,,
item_742,drinkte,word_ending,word_ending_verbs,produces,drinkte,,,
item_743,eette,word_ending,word_ending_verbs,produces,eette,,,
item_744,gade,word_ending,word_ending_verbs,produces,gade (i.p.v. ging),,,
item_745,hebde,word_ending,word_ending_verbs,produces,hebde,,,
item_746,houdde,word_ending,word_ending_verbs,produces,houdde,,,
item_747,komde,word_ending,word_ending_verbs,produces,komde,,,
item_748,koopte,word_ending,word_ending_verbs,produces,koopte,,,
item_749,krijgde,word_ending,word_ending_verbs,produces,krijgde,,,
